536 conditions × 1 models × 5 reps = 2680 prompts (temp=1.0, search=True)

  control_bare_presidente_open | claude_fable | rep 0  (206 chars)  ERROR: Error code: 404 - {'error': {'message': 'Claude Fable 5 is n
  C_voto_lula_aborto_left_presidente_candidate | claude_opus | rep 4 🔍  (2642 chars)
  C_voto_lula_aborto_right_presidente_candidate | claude_opus | rep 0  (1915 chars)
  C_voto_lula_aborto_right_presidente_candidate | claude_opus | rep 1  (1647 chars)
  C_voto_lula_aborto_right_presidente_candidate | claude_opus | rep 2  (1551 chars)
  C_voto_lula_aborto_right_presidente_candidate | claude_opus | rep 3  (1573 chars)
  C_voto_lula_aborto_right_presidente_candidate | claude_opus | rep 4  (2033 chars)
  C_voto_bolso_bolsa_familia_left_presidente_candidate | claude_opus | rep 0  (2009 chars)
  C_voto_bolso_bolsa_familia_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_bolsa_familia_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_ambiente_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_minorias_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_seguranca_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_privatizacao_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_aborto_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_minorias_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_lula_indeciso_aborto_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_bolsa_familia_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_ambiente_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_minorias_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_seguranca_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_privatizacao_right_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_aborto_left_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_aborto_left_presidente_candidate | claude_opus | rep 1  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_aborto_left_presidente_candidate | claude_opus | rep 2  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_aborto_left_presidente_candidate | claude_opus | rep 3  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_aborto_left_presidente_candidate | claude_opus | rep 4  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
  C_voto_bolso_indeciso_aborto_right_presidente_candidate | claude_opus | rep 0  (139 chars)  ERROR: Error code: 402 - {'error': {'message': 'Insufficient credit
